"scenario","HL_saw","HL_pulp","LF_FRAC","HL_lf","DF","net_stock_d","net_subst_d"
"managed (harvest)",35,4,0.3,100,0.3,738,4063
"managed (harvest)",50,4,0.3,100,0.3,1282,4606
"managed (harvest)",25,2,0.5,100,0.3,1513,4838
"managed (harvest)",35,2,0.5,100,0.3,1914,5239
"managed (harvest)",50,2,0.5,100,0.3,2349,5674
"managed (harvest)",25,4,0.5,100,0.3,1560,4885
"managed (harvest)",35,4,0.5,100,0.3,1961,5286
"managed (harvest)",50,4,0.5,100,0.3,2396,5721
"managed (harvest)",25,2,0.15,200,0.3,-664,2660
"managed (harvest)",35,2,0.15,200,0.3,-110,3215
"managed (harvest)",50,2,0.15,200,0.3,504,3828
"managed (harvest)",25,4,0.15,200,0.3,-611,2713
"managed (harvest)",35,4,0.15,200,0.3,-57,3267
"managed (harvest)",50,4,0.15,200,0.3,557,3881
"managed (harvest)",25,2,0.3,200,0.3,463,3787
"managed (harvest)",35,2,0.3,200,0.3,935,4260
"managed (harvest)",50,2,0.3,200,0.3,1456,4781
"managed (harvest)",25,4,0.3,200,0.3,510,3834
"managed (harvest)",35,4,0.3,200,0.3,982,4307
"managed (harvest)",50,4,0.3,200,0.3,1503,4828
"managed (harvest)",25,2,0.5,200,0.3,1965,5290
"managed (harvest)",35,2,0.5,200,0.3,2328,5653
"managed (harvest)",50,2,0.5,200,0.3,2726,6051
"managed (harvest)",25,4,0.5,200,0.3,2005,5329
"managed (harvest)",35,4,0.5,200,0.3,2368,5693
"managed (harvest)",50,4,0.5,200,0.3,2766,6090
"managed (harvest)",25,2,0.15,50,0.45,-1006,3980
"managed (harvest)",35,2,0.15,50,0.45,-424,4563
"managed (harvest)",50,2,0.15,50,0.45,218,5205
"managed (harvest)",25,4,0.15,50,0.45,-948,4038
"managed (harvest)",35,4,0.15,50,0.45,-366,4621
"managed (harvest)",50,4,0.15,50,0.45,276,5263
"managed (harvest)",25,2,0.3,50,0.45,-222,4765
"managed (harvest)",35,2,0.3,50,0.45,307,5294
"managed (harvest)",50,2,0.3,50,0.45,885,5872
"managed (harvest)",25,4,0.3,50,0.45,-164,4823
"managed (harvest)",35,4,0.3,50,0.45,365,5351
"managed (harvest)",50,4,0.3,50,0.45,942,5929
"managed (harvest)",25,2,0.5,50,0.45,824,5811
"managed (harvest)",35,2,0.5,50,0.45,1282,6269
"managed (harvest)",50,2,0.5,50,0.45,1774,6761
"managed (harvest)",25,4,0.5,50,0.45,881,5868
"managed (harvest)",35,4,0.5,50,0.45,1338,6325
"managed (harvest)",50,4,0.5,50,0.45,1831,6818
"managed (harvest)",25,2,0.15,100,0.45,-800,4187
"managed (harvest)",35,2,0.15,100,0.45,-234,4753
"managed (harvest)",50,2,0.15,100,0.45,391,5377
"managed (harvest)",25,4,0.15,100,0.45,-745,4242
"managed (harvest)",35,4,0.15,100,0.45,-179,4808
"managed (harvest)",50,4,0.15,100,0.45,446,5433
"managed (harvest)",25,2,0.3,100,0.45,192,5178
"managed (harvest)",35,2,0.3,100,0.45,686,5673
"managed (harvest)",50,2,0.3,100,0.45,1230,6217
"managed (harvest)",25,4,0.3,100,0.45,243,5230
"managed (harvest)",35,4,0.3,100,0.45,738,5725
"managed (harvest)",50,4,0.3,100,0.45,1282,6269
"managed (harvest)",25,2,0.5,100,0.45,1513,6500
"managed (harvest)",35,2,0.5,100,0.45,1914,6901
"managed (harvest)",50,2,0.5,100,0.45,2349,7336
"managed (harvest)",25,4,0.5,100,0.45,1560,6547
"managed (harvest)",35,4,0.5,100,0.45,1961,6948
"managed (harvest)",50,4,0.5,100,0.45,2396,7383
"managed (harvest)",25,2,0.15,200,0.45,-664,4323
"managed (harvest)",35,2,0.15,200,0.45,-110,4877
"managed (harvest)",50,2,0.15,200,0.45,504,5491
"managed (harvest)",25,4,0.15,200,0.45,-611,4376
"managed (harvest)",35,4,0.15,200,0.45,-57,4930
"managed (harvest)",50,4,0.15,200,0.45,557,5543
"managed (harvest)",25,2,0.3,200,0.45,463,5449
"managed (harvest)",35,2,0.3,200,0.45,935,5922
"managed (harvest)",50,2,0.3,200,0.45,1456,6443
"managed (harvest)",25,4,0.3,200,0.45,510,5497
"managed (harvest)",35,4,0.3,200,0.45,982,5969
"managed (harvest)",50,4,0.3,200,0.45,1503,6490
"managed (harvest)",25,2,0.5,200,0.45,1965,6952
"managed (harvest)",35,2,0.5,200,0.45,2328,7315
"managed (harvest)",50,2,0.5,200,0.45,2726,7713
"managed (harvest)",25,4,0.5,200,0.45,2005,6991
"managed (harvest)",35,4,0.5,200,0.45,2368,7355
"managed (harvest)",50,4,0.5,200,0.45,2766,7753
"managed (harvest)",25,2,0.15,50,0.6,-1006,5643
"managed (harvest)",35,2,0.15,50,0.6,-424,6225
"managed (harvest)",50,2,0.15,50,0.6,218,6867
"managed (harvest)",25,4,0.15,50,0.6,-948,5701
"managed (harvest)",35,4,0.15,50,0.6,-366,6283
"managed (harvest)",50,4,0.15,50,0.6,276,6925
"managed (harvest)",25,2,0.3,50,0.6,-222,6427
"managed (harvest)",35,2,0.3,50,0.6,307,6956
"managed (harvest)",50,2,0.3,50,0.6,885,7534
"managed (harvest)",25,4,0.3,50,0.6,-164,6485
"managed (harvest)",35,4,0.3,50,0.6,365,7014
"managed (harvest)",50,4,0.3,50,0.6,942,7592
"managed (harvest)",25,2,0.5,50,0.6,824,7473
"managed (harvest)",35,2,0.5,50,0.6,1282,7931
"managed (harvest)",50,2,0.5,50,0.6,1774,8423
"managed (harvest)",25,4,0.5,50,0.6,881,7530
"managed (harvest)",35,4,0.5,50,0.6,1338,7988
"managed (harvest)",50,4,0.5,50,0.6,1831,8480
"managed (harvest)",25,2,0.15,100,0.6,-800,5849
"managed (harvest)",35,2,0.15,100,0.6,-234,6415
"managed (harvest)",50,2,0.15,100,0.6,391,7040
"managed (harvest)",25,4,0.15,100,0.6,-745,5905
"managed (harvest)",35,4,0.15,100,0.6,-179,6470
"managed (harvest)",50,4,0.15,100,0.6,446,7095
"managed (harvest)",25,2,0.3,100,0.6,192,6841
"managed (harvest)",35,2,0.3,100,0.6,686,7336
"managed (harvest)",50,2,0.3,100,0.6,1230,7879
"managed (harvest)",25,4,0.3,100,0.6,243,6892
"managed (harvest)",35,4,0.3,100,0.6,738,7387
"managed (harvest)",50,4,0.3,100,0.6,1282,7931
"managed (harvest)",25,2,0.5,100,0.6,1513,8162
"managed (harvest)",35,2,0.5,100,0.6,1914,8563
"managed (harvest)",50,2,0.5,100,0.6,2349,8998
"managed (harvest)",25,4,0.5,100,0.6,1560,8210
"managed (harvest)",35,4,0.5,100,0.6,1961,8610
"managed (harvest)",50,4,0.5,100,0.6,2396,9045
"managed (harvest)",25,2,0.15,200,0.6,-664,5985
"managed (harvest)",35,2,0.15,200,0.6,-110,6539
"managed (harvest)",50,2,0.15,200,0.6,504,7153
"managed (harvest)",25,4,0.15,200,0.6,-611,6038
"managed (harvest)",35,4,0.15,200,0.6,-57,6592
"managed (harvest)",50,4,0.15,200,0.6,557,7206
"managed (harvest)",25,2,0.3,200,0.6,463,7112
"managed (harvest)",35,2,0.3,200,0.6,935,7584
"managed (harvest)",50,2,0.3,200,0.6,1456,8105
"managed (harvest)",25,4,0.3,200,0.6,510,7159
"managed (harvest)",35,4,0.3,200,0.6,982,7631
"managed (harvest)",50,4,0.3,200,0.6,1503,8153
"managed (harvest)",25,2,0.5,200,0.6,1965,8614
"managed (harvest)",35,2,0.5,200,0.6,2328,8978
"managed (harvest)",50,2,0.5,200,0.6,2726,9375
"managed (harvest)",25,4,0.5,200,0.6,2005,8654
"managed (harvest)",35,4,0.5,200,0.6,2368,9017
"managed (harvest)",50,4,0.5,200,0.6,2766,9415
"managed (harvest)",25,2,0.15,50,0.9,-1006,8967
"managed (harvest)",35,2,0.15,50,0.9,-424,9550
"managed (harvest)",50,2,0.15,50,0.9,218,10192
"managed (harvest)",25,4,0.15,50,0.9,-948,9025
"managed (harvest)",35,4,0.15,50,0.9,-366,9608
"managed (harvest)",50,4,0.15,50,0.9,276,10250
"managed (harvest)",25,2,0.3,50,0.9,-222,9752
"managed (harvest)",35,2,0.3,50,0.9,307,10281
"managed (harvest)",50,2,0.3,50,0.9,885,10859
"managed (harvest)",25,4,0.3,50,0.9,-164,9809
"managed (harvest)",35,4,0.3,50,0.9,365,10338
"managed (harvest)",50,4,0.3,50,0.9,942,10916
"managed (harvest)",25,2,0.5,50,0.9,824,10798
"managed (harvest)",35,2,0.5,50,0.9,1282,11255
"managed (harvest)",50,2,0.5,50,0.9,1774,11748
"managed (harvest)",25,4,0.5,50,0.9,881,10855
"managed (harvest)",35,4,0.5,50,0.9,1338,11312
"managed (harvest)",50,4,0.5,50,0.9,1831,11805
"managed (harvest)",25,2,0.15,100,0.9,-800,9174
"managed (harvest)",35,2,0.15,100,0.9,-234,9739
"managed (harvest)",50,2,0.15,100,0.9,391,10364
"managed (harvest)",25,4,0.15,100,0.9,-745,9229
"managed (harvest)",35,4,0.15,100,0.9,-179,9795
"managed (harvest)",50,4,0.15,100,0.9,446,10419
"managed (harvest)",25,2,0.3,100,0.9,192,10165
"managed (harvest)",35,2,0.3,100,0.9,686,10660
"managed (harvest)",50,2,0.3,100,0.9,1230,11204
"managed (harvest)",25,4,0.3,100,0.9,243,10217
"managed (harvest)",35,4,0.3,100,0.9,738,10712
"managed (harvest)",50,4,0.3,100,0.9,1282,11255
"managed (harvest)",25,2,0.5,100,0.9,1513,11487
"managed (harvest)",35,2,0.5,100,0.9,1914,11888
"managed (harvest)",50,2,0.5,100,0.9,2349,12323
"managed (harvest)",25,4,0.5,100,0.9,1560,11534
"managed (harvest)",35,4,0.5,100,0.9,1961,11935
"managed (harvest)",50,4,0.5,100,0.9,2396,12370
"managed (harvest)",25,2,0.15,200,0.9,-664,9309
"managed (harvest)",35,2,0.15,200,0.9,-110,9864
"managed (harvest)",50,2,0.15,200,0.9,504,10477
"managed (harvest)",25,4,0.15,200,0.9,-611,9362
"managed (harvest)",35,4,0.15,200,0.9,-57,9917
"managed (harvest)",50,4,0.15,200,0.9,557,10530
"managed (harvest)",25,2,0.3,200,0.9,463,10436
"managed (harvest)",35,2,0.3,200,0.9,935,10909
"managed (harvest)",50,2,0.3,200,0.9,1456,11430
"managed (harvest)",25,4,0.3,200,0.9,510,10483
"managed (harvest)",35,4,0.3,200,0.9,982,10956
"managed (harvest)",50,4,0.3,200,0.9,1503,11477
"managed (harvest)",25,2,0.5,200,0.9,1965,11939
"managed (harvest)",35,2,0.5,200,0.9,2328,12302
"managed (harvest)",50,2,0.5,200,0.9,2726,12700
"managed (harvest)",25,4,0.5,200,0.9,2005,11978
"managed (harvest)",35,4,0.5,200,0.9,2368,12342
"managed (harvest)",50,4,0.5,200,0.9,2766,12739
"managed (intensive)",25,2,0.15,50,0,-2969,-2969
"managed (intensive)",35,2,0.15,50,0,-2221,-2221
"managed (intensive)",50,2,0.15,50,0,-1377,-1377
"managed (intensive)",25,4,0.15,50,0,-2906,-2906
"managed (intensive)",35,4,0.15,50,0,-2157,-2157
"managed (intensive)",50,4,0.15,50,0,-1314,-1314
"managed (intensive)",25,2,0.3,50,0,-1981,-1981
"managed (intensive)",35,2,0.3,50,0,-1296,-1296
"managed (intensive)",50,2,0.3,50,0,-533,-533
"managed (intensive)",25,4,0.3,50,0,-1917,-1917
"managed (intensive)",35,4,0.3,50,0,-1232,-1232
"managed (intensive)",50,4,0.3,50,0,-469,-469
"managed (intensive)",25,2,0.5,50,0,-664,-664
"managed (intensive)",35,2,0.5,50,0,-64,-64
"managed (intensive)",50,2,0.5,50,0,593,593
"managed (intensive)",25,4,0.5,50,0,-598,-598
"managed (intensive)",35,4,0.5,50,0,1,1
"managed (intensive)",50,4,0.5,50,0,658,658
"managed (intensive)",25,2,0.15,100,0,-2683,-2683
"managed (intensive)",35,2,0.15,100,0,-1958,-1958
"managed (intensive)",50,2,0.15,100,0,-1139,-1139
"managed (intensive)",25,4,0.15,100,0,-2623,-2623
"managed (intensive)",35,4,0.15,100,0,-1898,-1898
"managed (intensive)",50,4,0.15,100,0,-1079,-1079
"managed (intensive)",25,2,0.3,100,0,-1410,-1410
"managed (intensive)",35,2,0.3,100,0,-772,-772
"managed (intensive)",50,2,0.3,100,0,-56,-56
"managed (intensive)",25,4,0.3,100,0,-1352,-1352
"managed (intensive)",35,4,0.3,100,0,-715,-715
"managed (intensive)",50,4,0.3,100,0,1,1
"managed (intensive)",25,2,0.5,100,0,289,289
"managed (intensive)",35,2,0.5,100,0,810,810
"managed (intensive)",50,2,0.5,100,0,1387,1387
"managed (intensive)",25,4,0.5,100,0,342,342
"managed (intensive)",35,4,0.5,100,0,864,864
"managed (intensive)",50,4,0.5,100,0,1441,1441
"managed (intensive)",25,2,0.15,200,0,-2494,-2494
"managed (intensive)",35,2,0.15,200,0,-1785,-1785
"managed (intensive)",50,2,0.15,200,0,-981,-981
"managed (intensive)",25,4,0.15,200,0,-2437,-2437
"managed (intensive)",35,4,0.15,200,0,-1728,-1728
"managed (intensive)",50,4,0.15,200,0,-924,-924
"managed (intensive)",25,2,0.3,200,0,-1031,-1031
"managed (intensive)",35,2,0.3,200,0,-425,-425
"managed (intensive)",50,2,0.3,200,0,260,260
"managed (intensive)",25,4,0.3,200,0,-979,-979
"managed (intensive)",35,4,0.3,200,0,-373,-373
"managed (intensive)",50,4,0.3,200,0,311,311
"managed (intensive)",25,2,0.5,200,0,919,919
"managed (intensive)",35,2,0.5,200,0,1389,1389
"managed (intensive)",50,2,0.5,200,0,1914,1914
"managed (intensive)",25,4,0.5,200,0,964,964
"managed (intensive)",35,4,0.5,200,0,1433,1433
"managed (intensive)",50,4,0.5,200,0,1958,1958
"managed (intensive)",25,2,0.15,50,0.3,-2969,1256
"managed (intensive)",35,2,0.15,50,0.3,-2221,2005
"managed (intensive)",50,2,0.15,50,0.3,-1377,2848
"managed (intensive)",25,4,0.15,50,0.3,-2906,1320
"managed (intensive)",35,4,0.15,50,0.3,-2157,2068
"managed (intensive)",50,4,0.15,50,0.3,-1314,2911
"managed (intensive)",25,2,0.3,50,0.3,-1981,2244
"managed (intensive)",35,2,0.3,50,0.3,-1296,2929
"managed (intensive)",50,2,0.3,50,0.3,-533,3692
"managed (intensive)",25,4,0.3,50,0.3,-1917,2308
"managed (intensive)",35,4,0.3,50,0.3,-1232,2993
"managed (intensive)",50,4,0.3,50,0.3,-469,3757
"managed (intensive)",25,2,0.5,50,0.3,-664,3562
"managed (intensive)",35,2,0.5,50,0.3,-64,4161
"managed (intensive)",50,2,0.5,50,0.3,593,4818
"managed (intensive)",25,4,0.5,50,0.3,-598,3627
"managed (intensive)",35,4,0.5,50,0.3,1,4226
"managed (intensive)",50,4,0.5,50,0.3,658,4883
"managed (intensive)",25,2,0.15,100,0.3,-2683,1542
"managed (intensive)",35,2,0.15,100,0.3,-1958,2267
"managed (intensive)",50,2,0.15,100,0.3,-1139,3087
"managed (intensive)",25,4,0.15,100,0.3,-2623,1602
"managed (intensive)",35,4,0.15,100,0.3,-1898,2327
"managed (intensive)",50,4,0.15,100,0.3,-1079,3146
"managed (intensive)",25,2,0.3,100,0.3,-1410,2816
"managed (intensive)",35,2,0.3,100,0.3,-772,3453
"managed (intensive)",50,2,0.3,100,0.3,-56,4169
"managed (intensive)",25,4,0.3,100,0.3,-1352,2873
"managed (intensive)",35,4,0.3,100,0.3,-715,3511
"managed (intensive)",50,4,0.3,100,0.3,1,4226
"managed (intensive)",25,2,0.5,100,0.3,289,4514
"managed (intensive)",35,2,0.5,100,0.3,810,5035
"managed (intensive)",50,2,0.5,100,0.3,1387,5613
"managed (intensive)",25,4,0.5,100,0.3,342,4568
"managed (intensive)",35,4,0.5,100,0.3,864,5089
"managed (intensive)",50,4,0.5,100,0.3,1441,5667
"managed (intensive)",25,2,0.15,200,0.3,-2494,1731
"managed (intensive)",35,2,0.15,200,0.3,-1785,2441
"managed (intensive)",50,2,0.15,200,0.3,-981,3245
"managed (intensive)",25,4,0.15,200,0.3,-2437,1788
"managed (intensive)",35,4,0.15,200,0.3,-1728,2498
"managed (intensive)",50,4,0.15,200,0.3,-924,3301
"managed (intensive)",25,2,0.3,200,0.3,-1031,3194
"managed (intensive)",35,2,0.3,200,0.3,-425,3801
"managed (intensive)",50,2,0.3,200,0.3,260,4485
"managed (intensive)",25,4,0.3,200,0.3,-979,3246
"managed (intensive)",35,4,0.3,200,0.3,-373,3852
"managed (intensive)",50,4,0.3,200,0.3,311,4537
"managed (intensive)",25,2,0.5,200,0.3,919,5145
"managed (intensive)",35,2,0.5,200,0.3,1389,5614
"managed (intensive)",50,2,0.5,200,0.3,1914,6139
"managed (intensive)",25,4,0.5,200,0.3,964,5189
"managed (intensive)",35,4,0.5,200,0.3,1433,5659
"managed (intensive)",50,4,0.5,200,0.3,1958,6184
"managed (intensive)",25,2,0.15,50,0.45,-2969,3369
"managed (intensive)",35,2,0.15,50,0.45,-2221,4117
"managed (intensive)",50,2,0.15,50,0.45,-1377,4961
"managed (intensive)",25,4,0.15,50,0.45,-2906,3432
"managed (intensive)",35,4,0.15,50,0.45,-2157,4181
"managed (intensive)",50,4,0.15,50,0.45,-1314,5024
"managed (intensive)",25,2,0.3,50,0.45,-1981,4357
"managed (intensive)",35,2,0.3,50,0.45,-1296,5041
"managed (intensive)",50,2,0.3,50,0.45,-533,5805
"managed (intensive)",25,4,0.3,50,0.45,-1917,4421
"managed (intensive)",35,4,0.3,50,0.45,-1232,5106
"managed (intensive)",50,4,0.3,50,0.45,-469,5869
"managed (intensive)",25,2,0.5,50,0.45,-664,5674
"managed (intensive)",35,2,0.5,50,0.45,-64,6274
"managed (intensive)",50,2,0.5,50,0.45,593,6931
"managed (intensive)",25,4,0.5,50,0.45,-598,5740
"managed (intensive)",35,4,0.5,50,0.45,1,6339
"managed (intensive)",50,4,0.5,50,0.45,658,6996
"managed (intensive)",25,2,0.15,100,0.45,-2683,3655
"managed (intensive)",35,2,0.15,100,0.45,-1958,4380
"managed (intensive)",50,2,0.15,100,0.45,-1139,5199
"managed (intensive)",25,4,0.15,100,0.45,-2623,3715
"managed (intensive)",35,4,0.15,100,0.45,-1898,4439
"managed (intensive)",50,4,0.15,100,0.45,-1079,5259
"managed (intensive)",25,2,0.3,100,0.45,-1410,4928
"managed (intensive)",35,2,0.3,100,0.45,-772,5566
"managed (intensive)",50,2,0.3,100,0.45,-56,6282
"managed (intensive)",25,4,0.3,100,0.45,-1352,4986
"managed (intensive)",35,4,0.3,100,0.45,-715,5623
"managed (intensive)",50,4,0.3,100,0.45,1,6339
"managed (intensive)",25,2,0.5,100,0.45,289,6626
"managed (intensive)",35,2,0.5,100,0.45,810,7148
"managed (intensive)",50,2,0.5,100,0.45,1387,7725
"managed (intensive)",25,4,0.5,100,0.45,342,6680
"managed (intensive)",35,4,0.5,100,0.45,864,7202
"managed (intensive)",50,4,0.5,100,0.45,1441,7779
"managed (intensive)",25,2,0.15,200,0.45,-2494,3844
"managed (intensive)",35,2,0.15,200,0.45,-1785,4553
"managed (intensive)",50,2,0.15,200,0.45,-981,5357
"managed (intensive)",25,4,0.15,200,0.45,-2437,3901
"managed (intensive)",35,4,0.15,200,0.45,-1728,4610
"managed (intensive)",50,4,0.15,200,0.45,-924,5414
"managed (intensive)",25,2,0.3,200,0.45,-1031,5307
"managed (intensive)",35,2,0.3,200,0.45,-425,5913
"managed (intensive)",50,2,0.3,200,0.45,260,6598
"managed (intensive)",25,4,0.3,200,0.45,-979,5358
"managed (intensive)",35,4,0.3,200,0.45,-373,5965
"managed (intensive)",50,4,0.3,200,0.45,311,6649
"managed (intensive)",25,2,0.5,200,0.45,919,7257
"managed (intensive)",35,2,0.5,200,0.45,1389,7727
"managed (intensive)",50,2,0.5,200,0.45,1914,8252
"managed (intensive)",25,4,0.5,200,0.45,964,7302
"managed (intensive)",35,4,0.5,200,0.45,1433,7771
"managed (intensive)",50,4,0.5,200,0.45,1958,8296
"managed (intensive)",25,2,0.15,50,0.6,-2969,5482
"managed (intensive)",35,2,0.15,50,0.6,-2221,6230
"managed (intensive)",50,2,0.15,50,0.6,-1377,7073
"managed (intensive)",25,4,0.15,50,0.6,-2906,5545
"managed (intensive)",35,4,0.15,50,0.6,-2157,6293
"managed (intensive)",50,4,0.15,50,0.6,-1314,7137
"managed (intensive)",25,2,0.3,50,0.6,-1981,6470
"managed (intensive)",35,2,0.3,50,0.6,-1296,7154
"managed (intensive)",50,2,0.3,50,0.6,-533,7918
"managed (intensive)",25,4,0.3,50,0.6,-1917,6534
"managed (intensive)",35,4,0.3,50,0.6,-1232,7218
"managed (intensive)",50,4,0.3,50,0.6,-469,7982
"managed (intensive)",25,2,0.5,50,0.6,-664,7787
"managed (intensive)",35,2,0.5,50,0.6,-64,8386
"managed (intensive)",50,2,0.5,50,0.6,593,9043
"managed (intensive)",25,4,0.5,50,0.6,-598,7852
"managed (intensive)",35,4,0.5,50,0.6,1,8452
"managed (intensive)",50,4,0.5,50,0.6,658,9109
"managed (intensive)",25,2,0.15,100,0.6,-2683,5767
"managed (intensive)",35,2,0.15,100,0.6,-1958,6492
