"state","scenario","year_offset","agc_Tg"
"MA","managed (harvest)",10,47.372
"MA","managed (harvest)",20,42.585
"MA","managed (harvest)",30,39.155
"MA","managed (harvest)",40,34.436
"MA","managed (harvest)",50,31.41
"MA","managed (harvest)",60,26.458
"MA","managed (harvest)",70,24.093
"MA","managed (harvest)",80,21.262
"MA","managed (harvest)",90,18.415
"MA","managed (harvest)",100,15.881
"MD","managed (harvest)",0,44.108
"MD","managed (harvest)",10,38.201
"MD","managed (harvest)",20,33.41
"MD","managed (harvest)",30,29.566
"MD","managed (harvest)",40,24.004
"MD","managed (harvest)",50,21.592
"MD","managed (harvest)",60,16.94
"MD","managed (harvest)",70,12.455
"MD","managed (harvest)",80,9.803
"MD","managed (harvest)",90,8.763
"MD","managed (harvest)",100,7.98
"ME","managed (harvest)",0,271.884
"ME","managed (harvest)",10,239.498
"ME","managed (harvest)",20,214.829
"ME","managed (harvest)",30,200.529
"ME","managed (harvest)",40,182.502
"ME","managed (harvest)",50,161.233
"ME","managed (harvest)",60,141.971
"ME","managed (harvest)",70,131.6
"ME","managed (harvest)",80,118.588
"ME","managed (harvest)",90,102.878
"ME","managed (harvest)",100,90.018
"MI","managed (harvest)",0,327.261
"MI","managed (harvest)",10,304.929
"MI","managed (harvest)",20,286.23
"MI","managed (harvest)",30,270.861
"MI","managed (harvest)",40,248.638
"MI","managed (harvest)",50,228.017
"MI","managed (harvest)",60,203.816
"MI","managed (harvest)",70,182.195
"MI","managed (harvest)",80,159.146
"MI","managed (harvest)",90,139.325
"MI","managed (harvest)",100,119.782
"MN","managed (harvest)",0,220.244
"MN","managed (harvest)",10,210.051
"MN","managed (harvest)",20,200.86
"MN","managed (harvest)",30,190.279
"MN","managed (harvest)",40,177.396
"MN","managed (harvest)",50,163.621
"MN","managed (harvest)",60,146.479
"MN","managed (harvest)",70,132.537
"MN","managed (harvest)",80,119.316
"MN","managed (harvest)",90,107.215
"MN","managed (harvest)",100,94.418
"MO","managed (harvest)",0,350.802
"MO","managed (harvest)",10,310.824
"MO","managed (harvest)",20,283.666
"MO","managed (harvest)",30,256.061
"MO","managed (harvest)",40,230.793
"MO","managed (harvest)",50,203.53
"MO","managed (harvest)",60,179.435
"MO","managed (harvest)",70,156.131
"MO","managed (harvest)",80,134.565
"MO","managed (harvest)",90,118.003
"MO","managed (harvest)",100,101.239
"MS","managed (harvest)",0,285.933
"MS","managed (harvest)",10,307.164
"MS","managed (harvest)",20,315.38
"MS","managed (harvest)",30,301.774
"MS","managed (harvest)",40,294.287
"MS","managed (harvest)",50,284.161
"MS","managed (harvest)",60,258.238
"MS","managed (harvest)",70,219.781
"MS","managed (harvest)",80,190.734
"MS","managed (harvest)",90,171.599
"MS","managed (harvest)",100,150.725
"MT","managed (harvest)",0,343.303
"MT","managed (harvest)",10,331.188
"MT","managed (harvest)",20,322.618
"MT","managed (harvest)",30,313.333
"MT","managed (harvest)",40,302.173
"MT","managed (harvest)",50,291.234
"MT","managed (harvest)",60,278.569
"MT","managed (harvest)",70,263.502
"MT","managed (harvest)",80,247.183
"MT","managed (harvest)",90,232.526
"MT","managed (harvest)",100,217.711
"NC","managed (harvest)",0,288.446
"NC","managed (harvest)",10,279.164
"NC","managed (harvest)",20,284.494
"NC","managed (harvest)",30,266.007
"NC","managed (harvest)",40,251.487
"NC","managed (harvest)",50,233.783
"NC","managed (harvest)",60,215.934
"NC","managed (harvest)",70,184.864
"NC","managed (harvest)",80,155.283
"NC","managed (harvest)",90,133.566
"NC","managed (harvest)",100,114.599
"ND","managed (harvest)",0,5.624
"ND","managed (harvest)",10,5.465
"ND","managed (harvest)",20,5.275
"ND","managed (harvest)",30,5.209
"ND","managed (harvest)",40,5.166
"ND","managed (harvest)",50,4.738
"ND","managed (harvest)",60,4.617
"ND","managed (harvest)",70,4.237
"ND","managed (harvest)",80,3.62
"ND","managed (harvest)",90,3.226
"ND","managed (harvest)",100,2.871
"NE","managed (harvest)",0,10.24
"NE","managed (harvest)",10,8.897
"NE","managed (harvest)",20,7.992
"NE","managed (harvest)",30,6.832
"NE","managed (harvest)",40,5.646
"NE","managed (harvest)",50,4.679
"NE","managed (harvest)",60,4.13
"NE","managed (harvest)",70,3.323
"NE","managed (harvest)",80,2.931
"NE","managed (harvest)",90,2.508
"NE","managed (harvest)",100,2.302
"NH","managed (harvest)",0,111.713
"NH","managed (harvest)",10,103.055
"NH","managed (harvest)",20,96.922
"NH","managed (harvest)",30,90.453
"NH","managed (harvest)",40,82.008
"NH","managed (harvest)",50,73.264
"NH","managed (harvest)",60,63.916
"NH","managed (harvest)",70,54.445
"NH","managed (harvest)",80,45.784
"NH","managed (harvest)",90,38.051
"NH","managed (harvest)",100,31.744
"NJ","managed (harvest)",0,41.424
"NJ","managed (harvest)",10,37.256
"NJ","managed (harvest)",20,35.105
"NJ","managed (harvest)",30,32.01
"NJ","managed (harvest)",40,29.551
"NJ","managed (harvest)",50,24.98
"NJ","managed (harvest)",60,22.233
"NJ","managed (harvest)",70,19.354
"NJ","managed (harvest)",80,16.696
"NJ","managed (harvest)",90,13.592
"NJ","managed (harvest)",100,11.198
"NM","managed (harvest)",0,117.08
"NM","managed (harvest)",10,107.83
"NM","managed (harvest)",20,101.144
"NM","managed (harvest)",30,97.155
"NM","managed (harvest)",40,91.821
"NM","managed (harvest)",50,87.3
"NM","managed (harvest)",60,82.714
"NM","managed (harvest)",70,77.742
"NM","managed (harvest)",80,72.335
"NM","managed (harvest)",90,66.494
"NM","managed (harvest)",100,61.444
"NV","managed (harvest)",0,35.75
"NV","managed (harvest)",10,35.291
"NV","managed (harvest)",20,34.415
"NV","managed (harvest)",30,34.153
"NV","managed (harvest)",40,33.285
"NV","managed (harvest)",50,32.125
"NV","managed (harvest)",60,31.301
"NV","managed (harvest)",70,30.094
"NV","managed (harvest)",80,28.425
"NV","managed (harvest)",90,27.426
"NV","managed (harvest)",100,26.054
"NY","managed (harvest)",0,340.826
"NY","managed (harvest)",10,295.719
"NY","managed (harvest)",20,270.429
"NY","managed (harvest)",30,252.575
"NY","managed (harvest)",40,228.8
"NY","managed (harvest)",50,209.649
"NY","managed (harvest)",60,184.059
"NY","managed (harvest)",70,164.571
"NY","managed (harvest)",80,144.375
"NY","managed (harvest)",90,129.789
"NY","managed (harvest)",100,112.601
"OH","managed (harvest)",0,159.121
"OH","managed (harvest)",10,145.935
"OH","managed (harvest)",20,146.286
"OH","managed (harvest)",30,134.944
"OH","managed (harvest)",40,132.043
"OH","managed (harvest)",50,115.464
"OH","managed (harvest)",60,109.137
"OH","managed (harvest)",70,93.157
"OH","managed (harvest)",80,80.127
"OH","managed (harvest)",90,61.163
"OH","managed (harvest)",100,52.551
"OK","managed (harvest)",0,108.113
"OK","managed (harvest)",10,99.238
"OK","managed (harvest)",20,90.432
"OK","managed (harvest)",30,80.035
"OK","managed (harvest)",40,70.643
"OK","managed (harvest)",50,59.915
"OK","managed (harvest)",60,49.089
"OK","managed (harvest)",70,40.381
"OK","managed (harvest)",80,34.493
"OK","managed (harvest)",90,30.126
"OK","managed (harvest)",100,24.434
"OR","managed (harvest)",0,836.686
"OR","managed (harvest)",10,821.003
"OR","managed (harvest)",20,786.58
"OR","managed (harvest)",30,771.242
"OR","managed (harvest)",40,742.126
"OR","managed (harvest)",50,716.092
"OR","managed (harvest)",60,682.226
"OR","managed (harvest)",70,663.894
"OR","managed (harvest)",80,623.971
"OR","managed (harvest)",90,592.721
"OR","managed (harvest)",100,568.43
"PA","managed (harvest)",0,432.458
"PA","managed (harvest)",10,379.428
"PA","managed (harvest)",20,347.529
"PA","managed (harvest)",30,312.212
"PA","managed (harvest)",40,280.016
"PA","managed (harvest)",50,247.103
"PA","managed (harvest)",60,207.041
"PA","managed (harvest)",70,175.952
"PA","managed (harvest)",80,151.012
"PA","managed (harvest)",90,130.871
"PA","managed (harvest)",100,111.577
"RI","managed (harvest)",0,12.255
"RI","managed (harvest)",10,11.855
"RI","managed (harvest)",20,9.68
"RI","managed (harvest)",30,8.709
"RI","managed (harvest)",40,6.296
"RI","managed (harvest)",50,4.29
"RI","managed (harvest)",60,2.484
"RI","managed (harvest)",70,0.958
"RI","managed (harvest)",80,0.39
"RI","managed (harvest)",90,0.047
"RI","managed (harvest)",100,0.01
"SC","managed (harvest)",0,183.401
"SC","managed (harvest)",10,182.163
"SC","managed (harvest)",20,170.373
"SC","managed (harvest)",30,151.634
"SC","managed (harvest)",40,130.699
"SC","managed (harvest)",50,121.319
"SC","managed (harvest)",60,105.443
"SC","managed (harvest)",70,88.761
"SC","managed (harvest)",80,75.697
"SC","managed (harvest)",90,74.374
"SC","managed (harvest)",100,68.335
"SD","managed (harvest)",0,13.156
"SD","managed (harvest)",10,12.186
"SD","managed (harvest)",20,11.795
"SD","managed (harvest)",30,11.043
"SD","managed (harvest)",40,10.783
"SD","managed (harvest)",50,9.883
"SD","managed (harvest)",60,9.379
"SD","managed (harvest)",70,8.945
"SD","managed (harvest)",80,8.562
"SD","managed (harvest)",90,7.753
"SD","managed (harvest)",100,7.611
"TN","managed (harvest)",0,273.878
"TN","managed (harvest)",10,249.039
"TN","managed (harvest)",20,233.979
"TN","managed (harvest)",30,223.448
"TN","managed (harvest)",40,205.753
"TN","managed (harvest)",50,184.918
"TN","managed (harvest)",60,157.959
"TN","managed (harvest)",70,132.289
"TN","managed (harvest)",80,96.791
"TN","managed (harvest)",90,70.613
"TN","managed (harvest)",100,55.247
"TX","managed (harvest)",0,247.43
"TX","managed (harvest)",10,244.353
"TX","managed (harvest)",20,231.528
"TX","managed (harvest)",30,220.84
"TX","managed (harvest)",40,196.29
"TX","managed (harvest)",50,185.389
"TX","managed (harvest)",60,158.053
"TX","managed (harvest)",70,135.378
"TX","managed (harvest)",80,107.703
"TX","managed (harvest)",90,97.168
"TX","managed (harvest)",100,80.841
"UT","managed (harvest)",0,89.586
"UT","managed (harvest)",10,86.281
"UT","managed (harvest)",20,84.015
"UT","managed (harvest)",30,81.486
"UT","managed (harvest)",40,78.492
"UT","managed (harvest)",50,75.432
"UT","managed (harvest)",60,71.375
"UT","managed (harvest)",70,67.019
"UT","managed (harvest)",80,63.183
"UT","managed (harvest)",90,58.898
"UT","managed (harvest)",100,54.491
"VA","managed (harvest)",0,305.074
"VA","managed (harvest)",10,283.623
"VA","managed (harvest)",20,273.295
"VA","managed (harvest)",30,258.159
"VA","managed (harvest)",40,236.241
"VA","managed (harvest)",50,224.499
"VA","managed (harvest)",60,198.318
"VA","managed (harvest)",70,177.006
"VA","managed (harvest)",80,151.042
"VA","managed (harvest)",90,136.954
"VA","managed (harvest)",100,118.007
"VT","managed (harvest)",0,124.82
"VT","managed (harvest)",10,108.968
"VT","managed (harvest)",20,104.777
"VT","managed (harvest)",30,95.052
"VT","managed (harvest)",40,85.918
"VT","managed (harvest)",50,73.28
"VT","managed (harvest)",60,62.978
"VT","managed (harvest)",70,49.595
"VT","managed (harvest)",80,40.049
"VT","managed (harvest)",90,29.349
"VT","managed (harvest)",100,21.706
"WA","managed (harvest)",0,631.334
"WA","managed (harvest)",10,618.234
"WA","managed (harvest)",20,594.873
"WA","managed (harvest)",30,576.984
"WA","managed (harvest)",40,564.373
"WA","managed (harvest)",50,535.019
"WA","managed (harvest)",60,494.824
"WA","managed (harvest)",70,469.432
"WA","managed (harvest)",80,443.67
"WA","managed (harvest)",90,417.487
"WA","managed (harvest)",100,384.748
"WI","managed (harvest)",0,322.69
"WI","managed (harvest)",10,296.373
"WI","managed (harvest)",20,280.463
"WI","managed (harvest)",30,259.096
"WI","managed (harvest)",40,234.432
"WI","managed (harvest)",50,208.183
"WI","managed (harvest)",60,179.884
"WI","managed (harvest)",70,153.588
"WI","managed (harvest)",80,131.355
"WI","managed (harvest)",90,112.113
"WI","managed (harvest)",100,98.843
"WV","managed (harvest)",0,236.073
"WV","managed (harvest)",10,198.096
"WV","managed (harvest)",20,182.233
"WV","managed (harvest)",30,165.381
"WV","managed (harvest)",40,147.02
"WV","managed (harvest)",50,126.603
"WV","managed (harvest)",60,109.638
"WV","managed (harvest)",70,93.523
"WV","managed (harvest)",80,79.175
"WV","managed (harvest)",90,62.074
"WV","managed (harvest)",100,50.988
"WY","managed (harvest)",0,125.612
"WY","managed (harvest)",10,124.405
"WY","managed (harvest)",20,123.795
"WY","managed (harvest)",30,121.12
"WY","managed (harvest)",40,118.287
"WY","managed (harvest)",50,115.836
"WY","managed (harvest)",60,112.285
"WY","managed (harvest)",70,107.975
"WY","managed (harvest)",80,104.34
"WY","managed (harvest)",90,100.091
"WY","managed (harvest)",100,95.442
"AL","managed (intensive)",0,353.408
"AL","managed (intensive)",10,307.81
"AL","managed (intensive)",20,269.148
"AL","managed (intensive)",30,242.152
"AL","managed (intensive)",40,208.41
"AL","managed (intensive)",50,171.027
"AL","managed (intensive)",60,146.082
"AL","managed (intensive)",70,122.706
"AL","managed (intensive)",80,102.932
"AL","managed (intensive)",90,84.953
"AL","managed (intensive)",100,69.811
"AR","managed (intensive)",0,333.03
"AR","managed (intensive)",10,275.377
"AR","managed (intensive)",20,232.925
"AR","managed (intensive)",30,195.655
"AR","managed (intensive)",40,165.871
"AR","managed (intensive)",50,128.001
"AR","managed (intensive)",60,101.744
"AR","managed (intensive)",70,87.067
"AR","managed (intensive)",80,68.846
"AR","managed (intensive)",90,59.256
"AR","managed (intensive)",100,55.736
"AZ","managed (intensive)",0,100.782
"AZ","managed (intensive)",10,93.721
"AZ","managed (intensive)",20,86.074
"AZ","managed (intensive)",30,79.131
"AZ","managed (intensive)",40,72.111
"AZ","managed (intensive)",50,65.76
"AZ","managed (intensive)",60,59.595
"AZ","managed (intensive)",70,53.921
"AZ","managed (intensive)",80,48.491
"AZ","managed (intensive)",90,43.552
"AZ","managed (intensive)",100,38.82
"CA","managed (intensive)",0,525.415
"CA","managed (intensive)",10,460.362
"CA","managed (intensive)",20,410.771
"CA","managed (intensive)",30,367.413
"CA","managed (intensive)",40,336.734
"CA","managed (intensive)",50,304.709
"CA","managed (intensive)",60,282.654
"CA","managed (intensive)",70,259.336
"CA","managed (intensive)",80,233.502
"CA","managed (intensive)",90,219.141
"CA","managed (intensive)",100,200.071
"CO","managed (intensive)",0,241.696
"CO","managed (intensive)",10,222.036
"CO","managed (intensive)",20,202.524
"CO","managed (intensive)",30,187.476
"CO","managed (intensive)",40,171.51
"CO","managed (intensive)",50,156.229
"CO","managed (intensive)",60,140.762
"CO","managed (intensive)",70,124.754
"CO","managed (intensive)",80,110.352
"CO","managed (intensive)",90,96.752
"CO","managed (intensive)",100,86.31
"CT","managed (intensive)",0,27.85
"CT","managed (intensive)",10,22.136
"CT","managed (intensive)",20,15.386
"CT","managed (intensive)",30,12.083
"CT","managed (intensive)",40,8.595
"CT","managed (intensive)",50,6.087
"CT","managed (intensive)",60,4.778
"CT","managed (intensive)",70,3.211
"CT","managed (intensive)",80,2.593
"CT","managed (intensive)",90,2.062
"CT","managed (intensive)",100,1.768
"DE","managed (intensive)",0,13.337
"DE","managed (intensive)",10,9.202
"DE","managed (intensive)",20,7.566
"DE","managed (intensive)",30,6.321
"DE","managed (intensive)",40,4.773
"DE","managed (intensive)",50,4.929
"DE","managed (intensive)",60,4.582
"DE","managed (intensive)",70,3.526
"DE","managed (intensive)",80,3.431
"DE","managed (intensive)",90,2.712
"DE","managed (intensive)",100,3.239
"FL","managed (intensive)",0,165.378
"FL","managed (intensive)",10,153.418
"FL","managed (intensive)",20,129.049
"FL","managed (intensive)",30,106.099
"FL","managed (intensive)",40,89.725
"FL","managed (intensive)",50,77.621
"FL","managed (intensive)",60,61.674
"FL","managed (intensive)",70,46.404
"FL","managed (intensive)",80,40.353
"FL","managed (intensive)",90,36.53
"FL","managed (intensive)",100,32.647
"GA","managed (intensive)",0,266.527
"GA","managed (intensive)",10,235.363
"GA","managed (intensive)",20,211.068
"GA","managed (intensive)",30,186.843
"GA","managed (intensive)",40,163.625
"GA","managed (intensive)",50,136.35
"GA","managed (intensive)",60,108.44
"GA","managed (intensive)",70,81.403
"GA","managed (intensive)",80,59.546
"GA","managed (intensive)",90,50.146
"GA","managed (intensive)",100,48.093
"IA","managed (intensive)",0,39.798
"IA","managed (intensive)",10,29.98
"IA","managed (intensive)",20,23.274
"IA","managed (intensive)",30,17.319
"IA","managed (intensive)",40,12.75
"IA","managed (intensive)",50,8.678
"IA","managed (intensive)",60,6.494
"IA","managed (intensive)",70,5.032
"IA","managed (intensive)",80,3.424
"IA","managed (intensive)",90,3.321
"IA","managed (intensive)",100,2.229
"ID","managed (intensive)",0,299.187
"ID","managed (intensive)",10,279.732
"ID","managed (intensive)",20,258.479
"ID","managed (intensive)",30,240.077
"ID","managed (intensive)",40,222.498
"ID","managed (intensive)",50,200.197
"ID","managed (intensive)",60,179.942
"ID","managed (intensive)",70,158.031
"ID","managed (intensive)",80,137.241
"ID","managed (intensive)",90,117.914
"ID","managed (intensive)",100,97.789
"IL","managed (intensive)",0,82.199
"IL","managed (intensive)",10,66.788
"IL","managed (intensive)",20,54.214
"IL","managed (intensive)",30,40.236
"IL","managed (intensive)",40,28.695
"IL","managed (intensive)",50,20.367
"IL","managed (intensive)",60,13.868
"IL","managed (intensive)",70,9.422
"IL","managed (intensive)",80,7.881
"IL","managed (intensive)",90,5.929
"IL","managed (intensive)",100,5.645
"IN","managed (intensive)",0,110.811
"IN","managed (intensive)",10,85.518
"IN","managed (intensive)",20,65.796
"IN","managed (intensive)",30,52.346
"IN","managed (intensive)",40,42.245
"IN","managed (intensive)",50,31.744
"IN","managed (intensive)",60,21.361
"IN","managed (intensive)",70,15.793
"IN","managed (intensive)",80,10.623
"IN","managed (intensive)",90,8.803
"IN","managed (intensive)",100,7.418
"KS","managed (intensive)",0,10.974
"KS","managed (intensive)",10,8.592
"KS","managed (intensive)",20,6.765
"KS","managed (intensive)",30,4.965
"KS","managed (intensive)",40,3.927
"KS","managed (intensive)",50,3.032
"KS","managed (intensive)",60,2.122
"KS","managed (intensive)",70,1.375
"KS","managed (intensive)",80,1.105
"KS","managed (intensive)",90,0.757
"KS","managed (intensive)",100,0.703
"KY","managed (intensive)",0,265.042
"KY","managed (intensive)",10,199.465
"KY","managed (intensive)",20,156.769
"KY","managed (intensive)",30,119.677
"KY","managed (intensive)",40,87.052
"KY","managed (intensive)",50,60.104
"KY","managed (intensive)",60,38.268
"KY","managed (intensive)",70,28.843
"KY","managed (intensive)",80,21.745
"KY","managed (intensive)",90,15.176
"KY","managed (intensive)",100,14.569
"LA","managed (intensive)",0,217.564
"LA","managed (intensive)",10,188.455
"LA","managed (intensive)",20,168.679
"LA","managed (intensive)",30,146.999
"LA","managed (intensive)",40,134.254
"LA","managed (intensive)",50,120.934
"LA","managed (intensive)",60,103.2
"LA","managed (intensive)",70,90.156
"LA","managed (intensive)",80,79.171
"LA","managed (intensive)",90,66.552
"LA","managed (intensive)",100,58.457
"MA","managed (intensive)",0,52.864
"MA","managed (intensive)",10,43.398
"MA","managed (intensive)",20,34.837
"MA","managed (intensive)",30,28.008
"MA","managed (intensive)",40,21.636
"MA","managed (intensive)",50,18.054
"MA","managed (intensive)",60,14.952
"MA","managed (intensive)",70,12.25
"MA","managed (intensive)",80,10.458
"MA","managed (intensive)",90,8.899
"MA","managed (intensive)",100,6.982
"MD","managed (intensive)",0,44.108
"MD","managed (intensive)",10,31.65
"MD","managed (intensive)",20,24.777
"MD","managed (intensive)",30,18.141
"MD","managed (intensive)",40,14.276
"MD","managed (intensive)",50,11.162
"MD","managed (intensive)",60,6.91
"MD","managed (intensive)",70,6.053
"MD","managed (intensive)",80,3.45
"MD","managed (intensive)",90,3.521
"MD","managed (intensive)",100,3.92
"ME","managed (intensive)",0,271.884
"ME","managed (intensive)",10,207.831
"ME","managed (intensive)",20,167.909
"ME","managed (intensive)",30,131.649
"ME","managed (intensive)",40,109.538
"ME","managed (intensive)",50,89.837
"ME","managed (intensive)",60,77.205
"ME","managed (intensive)",70,64.513
"ME","managed (intensive)",80,53.171
"ME","managed (intensive)",90,48.385
"ME","managed (intensive)",100,40.636
"MI","managed (intensive)",0,327.261
"MI","managed (intensive)",10,275.143
"MI","managed (intensive)",20,231.333
"MI","managed (intensive)",30,199.295
"MI","managed (intensive)",40,171.447
"MI","managed (intensive)",50,145.539
"MI","managed (intensive)",60,124.714
"MI","managed (intensive)",70,104.129
"MI","managed (intensive)",80,87.795
"MI","managed (intensive)",90,74.094
"MI","managed (intensive)",100,61.3
"MN","managed (intensive)",0,220.244
"MN","managed (intensive)",10,191.514
"MN","managed (intensive)",20,165.979
"MN","managed (intensive)",30,144.302
"MN","managed (intensive)",40,125.814
"MN","managed (intensive)",50,107.996
"MN","managed (intensive)",60,93.432
"MN","managed (intensive)",70,81.807
"MN","managed (intensive)",80,69.975
"MN","managed (intensive)",90,61.37
"MN","managed (intensive)",100,52.548
"MO","managed (intensive)",0,350.802
"MO","managed (intensive)",10,278.168
"MO","managed (intensive)",20,225.433
"MO","managed (intensive)",30,180.314
"MO","managed (intensive)",40,148.776
"MO","managed (intensive)",50,121.003
"MO","managed (intensive)",60,97.489
"MO","managed (intensive)",70,79.408
"MO","managed (intensive)",80,63.802
"MO","managed (intensive)",90,52.15
"MO","managed (intensive)",100,43.537
"MS","managed (intensive)",0,285.933
"MS","managed (intensive)",10,265.479
"MS","managed (intensive)",20,246.487
"MS","managed (intensive)",30,229.024
"MS","managed (intensive)",40,199.475
"MS","managed (intensive)",50,176.687
"MS","managed (intensive)",60,154.909
"MS","managed (intensive)",70,123.85
"MS","managed (intensive)",80,105.727
"MS","managed (intensive)",90,87.577
"MS","managed (intensive)",100,74.472
"MT","managed (intensive)",0,343.303
"MT","managed (intensive)",10,320.456
"MT","managed (intensive)",20,289.278
"MT","managed (intensive)",30,268.014
"MT","managed (intensive)",40,245.158
"MT","managed (intensive)",50,225.772
"MT","managed (intensive)",60,205.147
"MT","managed (intensive)",70,186.979
"MT","managed (intensive)",80,167.237
"MT","managed (intensive)",90,150.846
"MT","managed (intensive)",100,133.595
"NC","managed (intensive)",0,288.446
"NC","managed (intensive)",10,251.224
"NC","managed (intensive)",20,216.583
"NC","managed (intensive)",30,192.196
"NC","managed (intensive)",40,165.212
"NC","managed (intensive)",50,144.52
"NC","managed (intensive)",60,120.144
"NC","managed (intensive)",70,94.042
"NC","managed (intensive)",80,78.681
"NC","managed (intensive)",90,64.76
"NC","managed (intensive)",100,50.353
"ND","managed (intensive)",0,5.624
"ND","managed (intensive)",10,5.102
"ND","managed (intensive)",20,4.514
"ND","managed (intensive)",30,4.008
"ND","managed (intensive)",40,3.812
"ND","managed (intensive)",50,3.36
"ND","managed (intensive)",60,3.118
"ND","managed (intensive)",70,2.573
"ND","managed (intensive)",80,2.163
"ND","managed (intensive)",90,1.697
"ND","managed (intensive)",100,1.419
"NE","managed (intensive)",0,10.24
"NE","managed (intensive)",10,7.68
"NE","managed (intensive)",20,5.93
"NE","managed (intensive)",30,4.158
"NE","managed (intensive)",40,3.317
"NE","managed (intensive)",50,2.402
"NE","managed (intensive)",60,1.92
"NE","managed (intensive)",70,1.585
"NE","managed (intensive)",80,1.217
"NE","managed (intensive)",90,1.003
"NE","managed (intensive)",100,0.842
"NH","managed (intensive)",0,111.713
"NH","managed (intensive)",10,95.635
"NH","managed (intensive)",20,78.849
"NH","managed (intensive)",30,65.424
"NH","managed (intensive)",40,55.501
"NH","managed (intensive)",50,46.657
"NH","managed (intensive)",60,37.125
"NH","managed (intensive)",70,29.669
"NH","managed (intensive)",80,23.562
"NH","managed (intensive)",90,18.305
"NH","managed (intensive)",100,15.05
"NJ","managed (intensive)",0,41.424
"NJ","managed (intensive)",10,34.225
"NJ","managed (intensive)",20,27.956
"NJ","managed (intensive)",30,23.594
"NJ","managed (intensive)",40,19.529
"NJ","managed (intensive)",50,16.13
"NJ","managed (intensive)",60,12.766
"NJ","managed (intensive)",70,9.886
"NJ","managed (intensive)",80,8.854
"NJ","managed (intensive)",90,6.637
"NJ","managed (intensive)",100,6.528
"NM","managed (intensive)",0,117.08
"NM","managed (intensive)",10,103.94
"NM","managed (intensive)",20,90.168
"NM","managed (intensive)",30,80.411
"NM","managed (intensive)",40,71.994
"NM","managed (intensive)",50,65.189
"NM","managed (intensive)",60,58.043
"NM","managed (intensive)",70,52.706
"NM","managed (intensive)",80,46.604
"NM","managed (intensive)",90,41.189
"NM","managed (intensive)",100,36.09
"NV","managed (intensive)",0,35.75
"NV","managed (intensive)",10,33.568
"NV","managed (intensive)",20,31.573
"NV","managed (intensive)",30,29.489
"NV","managed (intensive)",40,27.528
"NV","managed (intensive)",50,25.496
"NV","managed (intensive)",60,23.699
"NV","managed (intensive)",70,21.67
"NV","managed (intensive)",80,19.802
"NV","managed (intensive)",90,18.095
"NV","managed (intensive)",100,16.396
"NY","managed (intensive)",0,340.826
"NY","managed (intensive)",10,274.668
"NY","managed (intensive)",20,209.567
"NY","managed (intensive)",30,173.415
"NY","managed (intensive)",40,140.512
"NY","managed (intensive)",50,121.64
"NY","managed (intensive)",60,94.975
"NY","managed (intensive)",70,79.248
"NY","managed (intensive)",80,67.77
"NY","managed (intensive)",90,55.94
"NY","managed (intensive)",100,49.697
"OH","managed (intensive)",0,159.121
"OH","managed (intensive)",10,138.352
"OH","managed (intensive)",20,113.359
"OH","managed (intensive)",30,93.463
"OH","managed (intensive)",40,84.06
"OH","managed (intensive)",50,74.266
"OH","managed (intensive)",60,59.399
"OH","managed (intensive)",70,50.565
"OH","managed (intensive)",80,38.058
"OH","managed (intensive)",90,29.664
"OH","managed (intensive)",100,22.248
"OK","managed (intensive)",0,108.113
"OK","managed (intensive)",10,86.344
"OK","managed (intensive)",20,70.534
"OK","managed (intensive)",30,55.971
"OK","managed (intensive)",40,44.329
"OK","managed (intensive)",50,33.979
"OK","managed (intensive)",60,26.597
"OK","managed (intensive)",70,19.915
"OK","managed (intensive)",80,17.087
"OK","managed (intensive)",90,16.155
"OK","managed (intensive)",100,12.902
"OR","managed (intensive)",0,836.686
"OR","managed (intensive)",10,756.917
"OR","managed (intensive)",20,707.767
"OR","managed (intensive)",30,635.544
"OR","managed (intensive)",40,597.047
"OR","managed (intensive)",50,536.105
"OR","managed (intensive)",60,500.173
"OR","managed (intensive)",70,460.457
"OR","managed (intensive)",80,420.042
"OR","managed (intensive)",90,387.593
"OR","managed (intensive)",100,349.415
